ID,area,bedrooms,bathrooms,stories,mainroad,guestroom,basement,hotwaterheating,airconditioning,parking,prefarea,furnishingstatus,price
373,3180,3,1,2,no,no,yes,no,no,0,no,semi-furnished,3640000
374,3000,2,1,2,yes,no,no,no,yes,0,no,furnished,3640000
375,3520,2,2,1,yes,no,yes,no,no,0,no,semi-furnished,3640000
376,5960,3,1,2,yes,yes,yes,no,no,0,no,unfurnished,3640000
377,4130,3,2,2,yes,no,no,no,no,2,no,semi-furnished,3640000
378,2850,3,2,2,no,no,yes,no,no,0,yes,unfurnished,3640000
379,2275,3,1,3,yes,no,no,yes,yes,0,yes,semi-furnished,3640000
380,3520,3,1,1,yes,no,no,no,no,2,yes,unfurnished,3633000
381,4500,2,1,1,yes,no,no,no,no,0,no,semi-furnished,3605000
382,4000,2,1,1,yes,no,no,no,no,0,yes,semi-furnished,3605000
383,3150,3,1,2,yes,no,yes,no,no,0,no,furnished,3570000
384,4500,4,2,2,yes,no,yes,no,no,2,no,furnished,3570000
385,4500,2,1,1,no,no,no,no,no,0,no,furnished,3570000
386,3640,2,1,1,yes,no,no,no,no,0,no,unfurnished,3570000
387,3850,3,1,1,yes,no,no,no,no,2,no,unfurnished,3535000
388,4240,3,1,2,yes,no,no,no,yes,0,no,semi-furnished,3500000
389,3650,3,1,2,yes,no,no,no,no,0,no,unfurnished,3500000
390,4600,4,1,2,yes,no,no,no,no,0,no,semi-furnished,3500000
391,2135,3,2,2,no,no,no,no,no,0,no,unfurnished,3500000
392,3036,3,1,2,yes,no,yes,no,no,0,no,semi-furnished,3500000
393,3990,3,1,2,yes,no,no,no,no,0,no,semi-furnished,3500000
394,7424,3,1,1,no,no,no,no,no,0,no,unfurnished,3500000
395,3480,3,1,1,no,no,no,no,yes,0,no,unfurnished,3500000
396,3600,6,1,2,yes,no,no,no,no,1,no,unfurnished,3500000
397,3640,2,1,1,yes,no,no,no,no,1,no,semi-furnished,3500000
398,5900,2,1,1,yes,no,no,no,no,1,no,furnished,3500000
399,3120,3,1,2,yes,no,no,no,no,1,no,unfurnished,3500000
400,7350,2,1,1,yes,no,no,no,no,1,no,semi-furnished,3500000
401,3512,2,1,1,yes,no,no,no,no,1,yes,unfurnished,3500000
402,9500,3,1,2,yes,no,no,no,no,3,yes,unfurnished,3500000
403,5880,2,1,1,yes,no,no,no,no,0,no,unfurnished,3500000
404,12944,3,1,1,yes,no,no,no,no,0,no,unfurnished,3500000
405,4900,3,1,2,no,no,no,no,no,0,no,unfurnished,3493000
406,3060,3,1,1,yes,no,no,no,no,0,no,unfurnished,3465000
407,5320,2,1,1,yes,no,no,no,no,1,yes,unfurnished,3465000
408,2145,3,1,3,yes,no,no,no,no,0,yes,furnished,3465000
409,4000,2,1,1,yes,no,no,no,no,0,no,unfurnished,3430000
410,3185,2,1,1,yes,no,no,no,no,2,no,unfurnished,3430000
411,3850,3,1,1,yes,no,no,no,no,0,no,unfurnished,3430000
412,2145,3,1,3,yes,no,no,no,no,0,yes,furnished,3430000
413,2610,3,1,2,yes,no,yes,no,no,0,yes,unfurnished,3430000
414,1950,3,2,2,yes,no,yes,no,no,0,yes,unfurnished,3430000
415,4040,2,1,1,yes,no,no,no,no,0,no,unfurnished,3423000
416,4785,3,1,2,yes,yes,yes,no,yes,1,no,furnished,3395000
417,3450,3,1,1,yes,no,yes,no,no,2,no,unfurnished,3395000
418,3640,2,1,1,yes,no,no,no,no,0,no,furnished,3395000
419,3500,4,1,2,yes,no,no,no,yes,2,no,unfurnished,3360000
420,4960,4,1,3,no,no,no,no,no,0,no,semi-furnished,3360000
421,4120,2,1,2,yes,no,no,no,no,0,no,unfurnished,3360000
422,4750,2,1,1,yes,no,no,no,no,0,no,unfurnished,3360000
423,3720,2,1,1,no,no,no,no,yes,0,no,unfurnished,3360000
424,3750,3,1,1,yes,no,no,no,no,0,no,unfurnished,3360000
425,3100,3,1,2,no,no,yes,no,no,0,no,semi-furnished,3360000
426,3185,2,1,1,yes,no,yes,no,no,2,no,furnished,3360000
427,2700,3,1,1,no,no,no,no,no,0,no,furnished,3353000
428,2145,3,1,2,yes,no,yes,no,no,0,yes,furnished,3332000
429,4040,2,1,1,yes,no,no,no,no,1,no,unfurnished,3325000
430,4775,4,1,2,yes,no,no,no,no,0,no,unfurnished,3325000
431,2500,2,1,1,no,no,no,no,yes,0,no,unfurnished,3290000
432,3180,4,1,2,yes,no,yes,no,yes,0,no,unfurnished,3290000
433,6060,3,1,1,yes,yes,yes,no,no,0,no,furnished,3290000
434,3480,4,1,2,no,no,no,no,no,1,no,semi-furnished,3290000
435,3792,4,1,2,yes,no,no,no,no,0,no,semi-furnished,3290000
436,4040,2,1,1,yes,no,no,no,no,0,no,unfurnished,3290000
437,2145,3,1,2,yes,no,yes,no,no,0,yes,furnished,3290000
438,5880,3,1,1,yes,no,no,no,no,1,no,unfurnished,3290000
439,4500,2,1,1,no,no,no,no,no,0,no,semi-furnished,3255000
440,3930,2,1,1,no,no,no,no,no,0,no,unfurnished,3255000
441,3640,4,1,2,yes,no,yes,no,no,0,no,unfurnished,3234000
442,4370,3,1,2,yes,no,no,no,no,0,no,unfurnished,3220000
443,2684,2,1,1,yes,no,no,no,yes,1,no,unfurnished,3220000
444,4320,3,1,1,no,no,no,no,no,1,no,unfurnished,3220000
445,3120,3,1,2,no,no,no,no,no,0,no,furnished,3220000
446,3450,1,1,1,yes,no,no,no,no,0,no,furnished,3150000
447,3986,2,2,1,no,yes,yes,no,no,1,no,unfurnished,3150000
448,3500,2,1,1,no,no,yes,no,no,0,no,semi-furnished,3150000
449,4095,2,1,1,yes,no,no,no,no,2,no,semi-furnished,3150000
450,1650,3,1,2,no,no,yes,no,no,0,no,unfurnished,3150000
451,3450,3,1,2,yes,no,yes,no,no,0,no,semi-furnished,3150000
452,6750,2,1,1,yes,no,no,no,no,0,no,semi-furnished,3150000
453,9000,3,1,2,yes,no,no,no,no,2,no,semi-furnished,3150000
454,3069,2,1,1,yes,no,no,no,no,1,no,unfurnished,3150000
455,4500,3,1,2,yes,no,no,no,yes,0,no,unfurnished,3143000
456,5495,3,1,1,yes,no,yes,no,no,0,no,unfurnished,3129000
457,2398,3,1,1,yes,no,no,no,no,0,yes,semi-furnished,3118850
458,3000,3,1,1,no,no,no,no,yes,0,no,unfurnished,3115000
459,3850,3,1,2,yes,no,no,no,no,0,no,unfurnished,3115000
460,3500,2,1,1,yes,no,no,no,no,0,no,unfurnished,3115000
461,8100,2,1,1,yes,no,no,no,no,1,no,unfurnished,3087000
462,4960,2,1,1,yes,no,yes,no,yes,0,no,unfurnished,3080000
463,2160,3,1,2,no,no,yes,no,no,0,no,semi-furnished,3080000
464,3090,2,1,1,yes,yes,yes,no,no,0,no,unfurnished,3080000
465,4500,2,1,2,yes,no,no,yes,no,1,no,semi-furnished,3080000
466,3800,2,1,1,yes,no,no,no,no,0,no,unfurnished,3045000
467,3090,3,1,2,no,no,no,no,no,0,no,semi-furnished,3010000
468,3240,3,1,2,yes,no,no,no,no,2,no,semi-furnished,3010000
469,2835,2,1,1,yes,no,no,no,no,0,no,semi-furnished,3010000
470,4600,2,1,1,yes,no,no,no,no,0,no,furnished,3010000
471,5076,3,1,1,no,no,no,no,no,0,no,unfurnished,3010000
472,3750,3,1,2,yes,no,no,no,no,0,no,unfurnished,3010000
473,3630,4,1,2,yes,no,no,no,no,3,no,semi-furnished,3010000
474,8050,2,1,1,yes,no,no,no,no,0,no,unfurnished,3003000
475,4352,4,1,2,no,no,no,no,no,1,no,unfurnished,2975000
476,3000,2,1,2,yes,no,no,no,no,0,no,semi-furnished,2961000
477,5850,3,1,2,yes,no,yes,no,no,1,no,unfurnished,2940000
478,4960,2,1,1,yes,no,no,no,no,0,no,unfurnished,2940000
479,3600,3,1,2,no,no,no,no,no,1,no,unfurnished,2940000
480,3660,4,1,2,no,no,no,no,no,0,no,unfurnished,2940000
481,3480,3,1,2,no,no,no,no,no,1,no,semi-furnished,2940000
482,2700,2,1,1,no,no,no,no,no,0,no,furnished,2940000
483,3150,3,1,2,no,no,no,no,no,0,no,unfurnished,2940000
484,6615,3,1,2,yes,no,no,no,no,0,no,semi-furnished,2940000
485,3040,2,1,1,no,no,no,no,no,0,no,unfurnished,2870000
486,3630,2,1,1,yes,no,no,no,no,0,no,unfurnished,2870000
487,6000,2,1,1,yes,no,no,no,no,0,no,semi-furnished,2870000
488,5400,4,1,2,yes,no,no,no,no,0,no,unfurnished,2870000
489,5200,4,1,3,yes,no,no,no,no,0,no,unfurnished,2852500
490,3300,3,1,2,no,no,no,no,no,1,no,semi-furnished,2835000
491,4350,3,1,2,no,no,no,yes,no,1,no,unfurnished,2835000
492,2640,2,1,1,no,no,no,no,no,1,no,furnished,2835000
493,2650,3,1,2,yes,no,yes,no,no,1,no,unfurnished,2800000
494,3960,3,1,1,yes,no,no,no,no,0,no,furnished,2800000
495,6800,2,1,1,yes,no,no,no,no,0,no,unfurnished,2730000
496,4000,3,1,2,yes,no,no,no,no,1,no,unfurnished,2730000
497,4000,2,1,1,yes,no,no,no,no,0,no,unfurnished,2695000
498,3934,2,1,1,yes,no,no,no,no,0,no,unfurnished,2660000
499,2000,2,1,2,yes,no,no,no,no,0,no,semi-furnished,2660000
500,3630,3,3,2,no,yes,no,no,no,0,no,unfurnished,2660000
501,2800,3,1,1,yes,no,no,no,no,0,no,unfurnished,2660000
502,2430,3,1,1,no,no,no,no,no,0,no,unfurnished,2660000
503,3480,2,1,1,yes,no,no,no,no,1,no,semi-furnished,2660000
504,4000,3,1,1,yes,no,no,no,no,0,no,semi-furnished,2660000
505,3185,2,1,1,yes,no,no,no,yes,0,no,unfurnished,2653000
506,4000,3,1,2,yes,no,no,no,yes,0,no,unfurnished,2653000
507,2910,2,1,1,no,no,no,no,no,0,no,unfurnished,2604000
508,3600,2,1,1,yes,no,no,no,no,0,no,unfurnished,2590000
509,4400,2,1,1,yes,no,no,no,no,0,no,unfurnished,2590000
510,3600,2,2,2,yes,no,yes,no,no,1,no,furnished,2590000
511,2880,3,1,1,no,no,no,no,no,0,no,unfurnished,2520000
512,3180,3,1,1,no,no,no,no,no,0,no,unfurnished,2520000
513,3000,2,1,2,yes,no,no,no,no,0,no,furnished,2520000
514,4400,3,1,2,yes,no,no,no,no,0,no,unfurnished,2485000
515,3000,3,1,2,no,no,no,no,no,0,no,semi-furnished,2485000
516,3210,3,1,2,yes,no,yes,no,no,0,no,unfurnished,2450000
517,3240,2,1,1,no,yes,no,no,no,1,no,unfurnished,2450000
518,3000,2,1,1,yes,no,no,no,no,1,no,unfurnished,2450000
519,3500,2,1,1,yes,yes,no,no,no,0,no,unfurnished,2450000
520,4840,2,1,2,yes,no,no,no,no,0,no,unfurnished,2450000
521,7700,2,1,1,yes,no,no,no,no,0,no,unfurnished,2450000
522,3635,2,1,1,no,no,no,no,no,0,no,unfurnished,2408000
523,2475,3,1,2,yes,no,no,no,no,0,no,furnished,2380000
524,2787,4,2,2,yes,no,no,no,no,0,no,furnished,2380000
525,3264,2,1,1,yes,no,no,no,no,0,no,unfurnished,2380000
526,3640,2,1,1,yes,no,no,no,no,0,no,unfurnished,2345000
527,3180,2,1,1,yes,no,no,no,no,0,no,unfurnished,2310000
528,1836,2,1,1,no,no,yes,no,no,0,no,semi-furnished,2275000
529,3970,1,1,1,no,no,no,no,no,0,no,unfurnished,2275000
530,3970,3,1,2,yes,no,yes,no,no,0,no,unfurnished,2275000
531,1950,3,1,1,no,no,no,yes,no,0,no,unfurnished,2240000
532,5300,3,1,1,no,no,no,no,yes,0,yes,unfurnished,2233000
533,3000,2,1,1,no,no,no,no,no,0,no,unfurnished,2135000
534,2400,3,1,2,yes,no,no,no,no,0,no,unfurnished,2100000
535,3000,4,1,2,yes,no,no,no,no,0,no,unfurnished,2100000
536,3360,2,1,1,yes,no,no,no,no,1,no,unfurnished,2100000
537,3420,5,1,2,no,no,no,no,no,0,no,unfurnished,1960000
538,1700,3,1,2,yes,no,no,no,no,0,no,unfurnished,1890000
539,3649,2,1,1,yes,no,no,no,no,0,no,unfurnished,1890000
540,2990,2,1,1,no,no,no,no,no,1,no,unfurnished,1855000
541,3000,2,1,1,yes,no,yes,no,no,2,no,unfurnished,1820000
542,2400,3,1,1,no,no,no,no,no,0,no,semi-furnished,1767150
543,3620,2,1,1,yes,no,no,no,no,0,no,unfurnished,1750000
544,2910,3,1,1,no,no,no,no,no,0,no,furnished,1750000
545,3850,3,1,2,yes,no,no,no,no,0,no,unfurnished,1750000
